ID_Ubicación	Estado	Municipio
1	AGUASCALIENTES	AGUASCALIENTES
2	AGUASCALIENTES	ASIENTOS
3	AGUASCALIENTES	CALVILLO
4	AGUASCALIENTES	COSÍO
5	AGUASCALIENTES	JESUS MARIA
6	AGUASCALIENTES	PABELLON DE ARTEAGA
7	AGUASCALIENTES	RINCON DE ROMOS
8	AGUASCALIENTES	SAN JOSE DE GRACIA
9	AGUASCALIENTES	TEPEZALÁ
10	AGUASCALIENTES	EL LLANO
11	AGUASCALIENTES	SAN FRANCISCO DE LOS ROMO
12	BAJA CALIFORNIA	ENSENADA
13	BAJA CALIFORNIA	MEXICALI
14	BAJA CALIFORNIA	TECATE
15	BAJA CALIFORNIA	TIJUANA
16	BAJA CALIFORNIA	PLAYAS DE ROSARITO
17	BAJA CALIFORNIA SUR	COMONDU
18	BAJA CALIFORNIA SUR	MULEGE
19	BAJA CALIFORNIA SUR	LA PAZ
20	BAJA CALIFORNIA SUR	LOS CABOS
21	BAJA CALIFORNIA SUR	LORETO
22	CAMPECHE	CALKINI
23	CAMPECHE	CAMPECHE
24	CAMPECHE	CARMEN
25	CAMPECHE	CHAMPOTON
26	CAMPECHE	HECELCHAKAN
27	CAMPECHE	HOPELCHÉN
28	CAMPECHE	PALIZADA
29	CAMPECHE	TENABO
30	CAMPECHE	ESCARCEGA
31	CAMPECHE	CALAKMUL
32	CAMPECHE	CANDELARIA
33	CHIAPAS	ACACOYAGUA
34	CHIAPAS	ACALA
35	CHIAPAS	ACAPETAHUA
36	CHIAPAS	ALTAMIRANO
37	CHIAPAS	AMATAN
38	CHIAPAS	AMATENANGO DE LA FRONTERA
39	CHIAPAS	AMATENANGO DEL VALLE
40	CHIAPAS	ANGEL ALBINO CORZO
41	CHIAPAS	ARRIAGA
42	CHIAPAS	BEJUCAL DE OCAMPO
43	CHIAPAS	BELLA VISTA
44	CHIAPAS	BERRIOZABAL
45	CHIAPAS	BOCHIL
46	CHIAPAS	EL BOSQUE
47	CHIAPAS	CACAHOATAN
48	CHIAPAS	CATAZAJA
49	CHIAPAS	CINTALAPA
50	CHIAPAS	COAPILLA
51	CHIAPAS	COMITAN DE DOMINGUEZ
52	CHIAPAS	LA CONCORDIA
53	CHIAPAS	COPAINALA
54	CHIAPAS	CHALCHIHUITAN
55	CHIAPAS	CHAMULA
56	CHIAPAS	CHANAL
57	CHIAPAS	CHAPULTENANGO
58	CHIAPAS	CHENALHO
59	CHIAPAS	CHIAPA DE CORZO
60	CHIAPAS	CHIAPILLA
61	CHIAPAS	CHICOASEN
62	CHIAPAS	CHICOMUSELO
63	CHIAPAS	CHILON
64	CHIAPAS	ESCUINTLA
65	CHIAPAS	FRANCISCO LEON
66	CHIAPAS	FRONTERA COMALAPA
67	CHIAPAS	FRONTERA HIDALGO
68	CHIAPAS	LA GRANDEZA
69	CHIAPAS	HUEHUETAN
70	CHIAPAS	HUIXTAN
71	CHIAPAS	HUITIUPAN
72	CHIAPAS	HUIXTLA
73	CHIAPAS	LA INDEPENDENCIA
74	CHIAPAS	IXHUATAN
75	CHIAPAS	IXTACOMITAN
76	CHIAPAS	IXTAPA
77	CHIAPAS	IXTAPANGAJOYA
78	CHIAPAS	JIQUIPILAS
79	CHIAPAS	JITOTOL
80	CHIAPAS	JUAREZ
81	CHIAPAS	LARRAINZAR
82	CHIAPAS	LA LIBERTAD
83	CHIAPAS	MAPASTEPEC
84	CHIAPAS	LAS MARGARITAS
85	CHIAPAS	MAZAPA DE MADERO
86	CHIAPAS	MAZATAN
87	CHIAPAS	METAPA
88	CHIAPAS	MITONTIC
89	CHIAPAS	MOTOZINTLA
90	CHIAPAS	NICOLAS RUIZ
91	CHIAPAS	OCOSINGO
92	CHIAPAS	OCOTEPEC
93	CHIAPAS	OCOZOCOAUTLA DE ESPINOSA
94	CHIAPAS	OSTUACAN
95	CHIAPAS	OSUMACINTA
96	CHIAPAS	OXCHUC
97	CHIAPAS	PALENQUE
98	CHIAPAS	PANTELHO
99	CHIAPAS	PANTEPEC
100	CHIAPAS	PICHUCALCO
101	CHIAPAS	PIJIJIAPAN
102	CHIAPAS	EL PORVENIR
103	CHIAPAS	VILLA COMALTITLAN
104	CHIAPAS	PUEBLO NUEVO SOLISTAHUACAN
105	CHIAPAS	RAYON
106	CHIAPAS	REFORMA
107	CHIAPAS	LAS ROSAS
108	CHIAPAS	SABANILLA
109	CHIAPAS	SALTO DE AGUA
110	CHIAPAS	SAN CRISTOBAL DE LAS CASAS
111	CHIAPAS	SAN FERNANDO
112	CHIAPAS	SILTEPEC
113	CHIAPAS	SIMOJOVEL
114	CHIAPAS	SITALA
115	CHIAPAS	SOCOLTENANGO
116	CHIAPAS	SOLOSUCHIAPA
117	CHIAPAS	SOYALO
118	CHIAPAS	SUCHIAPA
119	CHIAPAS	SUCHIATE
120	CHIAPAS	SUNUAPA
121	CHIAPAS	TAPACHULA
122	CHIAPAS	TAPALAPA
123	CHIAPAS	TAPILULA
124	CHIAPAS	TECPATAN
125	CHIAPAS	TENEJAPA
126	CHIAPAS	TEOPISCA
127	CHIAPAS	TILA
128	CHIAPAS	TONALÁ
129	CHIAPAS	TOTOLAPA
130	CHIAPAS	LA TRINITARIA
131	CHIAPAS	TUMBALA
132	CHIAPAS	TUXTLA GUTIERREZ
133	CHIAPAS	TUXTLA CHICO
134	CHIAPAS	TUZANTAN
135	CHIAPAS	TZIMOL
136	CHIAPAS	UNION JUAREZ
137	CHIAPAS	VENUSTIANO CARRANZA
138	CHIAPAS	VILLA CORZO
139	CHIAPAS	VILLAFLORES
140	CHIAPAS	YAJALON
141	CHIAPAS	SAN LUCAS
142	CHIAPAS	ZINACANTAN
143	CHIAPAS	SAN JUAN CANCUC
144	CHIAPAS	ALDAMA
145	CHIAPAS	BENEMERITO DE LAS AMERICAS
146	CHIAPAS	MARAVILLA TENEJAPA
147	CHIAPAS	MARQUES DE COMILLAS
148	CHIAPAS	MONTECRISTO DE GUERRERO
149	CHIAPAS	SAN ANDRES DURAZNAL
150	CHIAPAS	SANTIAGO EL PINAR
151	CHIHUAHUA	AHUMADA
152	CHIHUAHUA	ALDAMA
153	CHIHUAHUA	ALLENDE
154	CHIHUAHUA	AQUILES SERDAN
155	CHIHUAHUA	ASCENSION
156	CHIHUAHUA	BACHINIVA
157	CHIHUAHUA	BALLEZA
158	CHIHUAHUA	BATOPILAS
159	CHIHUAHUA	BOCOYNA
160	CHIHUAHUA	BUENAVENTURA
161	CHIHUAHUA	CAMARGO
162	CHIHUAHUA	CARICHI
163	CHIHUAHUA	CASAS GRANDES
164	CHIHUAHUA	CORONADO
165	CHIHUAHUA	COYAME DEL SOTOL
166	CHIHUAHUA	LA CRUZ
167	CHIHUAHUA	CUAUHTEMOC
168	CHIHUAHUA	CUSIHUIRIACHI
169	CHIHUAHUA	CHIHUAHUA
170	CHIHUAHUA	CHINIPAS
171	CHIHUAHUA	DELICIAS
172	CHIHUAHUA	DR BELISARIO DOMINGUEZ
173	CHIHUAHUA	GALEANA
174	CHIHUAHUA	SANTA ISABEL
175	CHIHUAHUA	GOMEZ FARIAS
176	CHIHUAHUA	GRAN MORELOS
177	CHIHUAHUA	GUACHOCHI
178	CHIHUAHUA	GUADALUPE
179	CHIHUAHUA	GUADALUPE Y CALVO
180	CHIHUAHUA	GUAZAPARES
181	CHIHUAHUA	GUERRERO
182	CHIHUAHUA	HIDALGO DEL PARRAL
183	CHIHUAHUA	HUEJOTITAN
184	CHIHUAHUA	IGNACIO ZARAGOZA
185	CHIHUAHUA	JANOS
186	CHIHUAHUA	JIMENEZ
187	CHIHUAHUA	JUAREZ
188	CHIHUAHUA	JULIMES
189	CHIHUAHUA	LOPEZ
190	CHIHUAHUA	MADERA
191	CHIHUAHUA	MAGUARICHI
192	CHIHUAHUA	MANUEL BENAVIDES
193	CHIHUAHUA	MATACHI
194	CHIHUAHUA	MATAMOROS
195	CHIHUAHUA	MEOQUI
196	CHIHUAHUA	MORELOS
197	CHIHUAHUA	MORIS
198	CHIHUAHUA	NAMIQUIPA
199	CHIHUAHUA	NONOAVA
200	CHIHUAHUA	NUEVO CASAS GRANDES
201	CHIHUAHUA	OCAMPO
202	CHIHUAHUA	OJINAGA
203	CHIHUAHUA	PRAXEDIS GUERRERO
204	CHIHUAHUA	RIVA PALACIO
205	CHIHUAHUA	ROSALES
206	CHIHUAHUA	ROSARIO
207	CHIHUAHUA	SAN FRANCISCO DE BORJA
208	CHIHUAHUA	SAN FRANCISCO DE CONCHOS
209	CHIHUAHUA	SAN FRANCISCO DEL ORO
210	CHIHUAHUA	SANTA BARBARA
211	CHIHUAHUA	SATEVO
212	CHIHUAHUA	SAUCILLO
213	CHIHUAHUA	TEMOSACHIC
214	CHIHUAHUA	EL TULE
215	CHIHUAHUA	URIQUE
216	CHIHUAHUA	URUACHI
217	CHIHUAHUA	VALLE DE ZARAGOZA
218	CIUDAD DE MÉXICO	AZCAPOTZALCO
219	CIUDAD DE MÉXICO	COYOACAN
220	CIUDAD DE MÉXICO	CUAJIMALPA DE MORELOS
221	CIUDAD DE MÉXICO	CIUDAD DE MEXICO
222	CIUDAD DE MÉXICO	GUSTAVO A. MADERO
223	CIUDAD DE MÉXICO	IZTACALCO
224	CIUDAD DE MÉXICO	IZTAPALAPA
225	CIUDAD DE MÉXICO	LA MAGDALENA CONTRERAS
226	CIUDAD DE MÉXICO	MILPA ALTA
227	CIUDAD DE MÉXICO	ALVARO OBREGON
228	CIUDAD DE MÉXICO	TLAHUAC
229	CIUDAD DE MÉXICO	TLALPAN
230	CIUDAD DE MÉXICO	XOCHIMILCO
231	CIUDAD DE MÉXICO	BENITO JUAREZ
232	CIUDAD DE MÉXICO	CUAUHTEMOC
233	CIUDAD DE MÉXICO	MIGUEL HIDALGO
234	CIUDAD DE MÉXICO	VENUSTIANO CARRANZA
235	COAHULIA	ABASOLO
236	COAHULIA	ACUÑA
237	COAHULIA	ALLENDE
238	COAHULIA	ARTEAGA
239	COAHULIA	CANDELA
240	COAHULIA	CASTAÑOS
241	COAHULIA	CUATRO CIENEGAS
242	COAHULIA	ESCOBEDO
243	COAHULIA	FRANCISCO I. MADERO
244	COAHULIA	FRONTERA
245	COAHULIA	GENERAL CEPEDA
246	COAHULIA	GUERRERO
247	COAHULIA	HIDALGO
248	COAHULIA	JIMENEZ
249	COAHULIA	JUAREZ
250	COAHULIA	LAMADRID
251	COAHULIA	MATAMOROS
252	COAHULIA	MONCLOVA
253	COAHULIA	MORELOS
254	COAHULIA	MUZQUIZ
255	COAHULIA	NADADORES
256	COAHULIA	NAVA
257	COAHULIA	OCAMPO
258	COAHULIA	PARRAS
259	COAHULIA	PIEDRAS NEGRAS
260	COAHULIA	PROGRESO
261	COAHULIA	RAMOS ARIZPE
262	COAHULIA	SABINAS
263	COAHULIA	SACRAMENTO
264	COAHULIA	SALTILLO
265	COAHULIA	SAN BUENAVENTURA
266	COAHULIA	SAN JUAN DE SABINAS
267	COAHULIA	SAN PEDRO
268	COAHULIA	SIERRA MOJADA
269	COAHULIA	TORREON
270	COAHULIA	VIESCA
271	COAHULIA	VILLA UNION
272	COAHULIA	ZARAGOZA
273	COLIMA	ARMERIA
274	COLIMA	COLIMA
275	COLIMA	COMALA
276	COLIMA	COQUIMATLAN
277	COLIMA	CUAUHTÉMOC
278	COLIMA	IXTLAHUACÁN
279	COLIMA	MANZANILLO
280	COLIMA	MINATITLAN
281	COLIMA	TECOMAN
282	COLIMA	VILLA DE ALVAREZ
283	DURANGO	CANATLAN
284	DURANGO	CANELAS
285	DURANGO	CONETO DE COMONFORT
286	DURANGO	CUENCAME
287	DURANGO	DURANGO
288	DURANGO	GENERAL SIMON BOLIVAR
289	DURANGO	GOMEZ PALACIO
290	DURANGO	GUADALUPE VICTORIA
291	DURANGO	GUANACEVI
292	DURANGO	HIDALGO
293	DURANGO	INDE
294	DURANGO	LERDO
295	DURANGO	MAPIMI
296	DURANGO	MEZQUITAL
297	DURANGO	NAZAS
298	DURANGO	NOMBRE DE DIOS
299	DURANGO	OCAMPO
300	DURANGO	SANTA MARIA DEL ORO
301	DURANGO	OTAEZ
302	DURANGO	PANUCO DE CORONADO
303	DURANGO	PEÑON BLANCO
304	DURANGO	POANAS
305	DURANGO	PUEBLO NUEVO
306	DURANGO	RODEO
307	DURANGO	SAN BERNARDO
308	DURANGO	SAN DIMAS
309	DURANGO	SAN JUAN DE GUADALUPE
310	DURANGO	SAN JUAN DEL RIO
311	DURANGO	SAN LUIS DEL CORDERO
312	DURANGO	SAN PEDRO DEL GALLO
313	DURANGO	SANTA CLARA
314	DURANGO	SANTIAGO PAPASQUIARO
315	DURANGO	SUCHIL
316	DURANGO	TAMAZULA
317	DURANGO	TEPEHUANES
318	DURANGO	TLAHUALILO
319	DURANGO	TOPIA
320	DURANGO	VICENTE GUERRERO
321	DURANGO	NUEVO IDEAL
322	GUANAJUATO	ABASOLO
323	GUANAJUATO	ACAMBARO
324	GUANAJUATO	SAN MIGUEL DE ALLENDE
325	GUANAJUATO	APASEO EL ALTO
326	GUANAJUATO	APASEO EL GRANDE
327	GUANAJUATO	ATARJEA
328	GUANAJUATO	CELAYA
329	GUANAJUATO	MANUEL DOBLADO
330	GUANAJUATO	COMONFORT
331	GUANAJUATO	CORONEO
332	GUANAJUATO	CORTAZAR
333	GUANAJUATO	CUERAMARO
334	GUANAJUATO	DOCTOR MORA
335	GUANAJUATO	DOLORES HIDALGO
336	GUANAJUATO	GUANAJUATO
337	GUANAJUATO	HUANIMARO
338	GUANAJUATO	IRAPUATO
339	GUANAJUATO	JARAL DEL PROGRESO
340	GUANAJUATO	JERECUARO
341	GUANAJUATO	LEON DE LOS ALDAMA
342	GUANAJUATO	MOROLEON
343	GUANAJUATO	OCAMPO
344	GUANAJUATO	PENJAMO
345	GUANAJUATO	PUEBLO NUEVO
346	GUANAJUATO	PURISIMA DEL RINCON
347	GUANAJUATO	ROMITA
348	GUANAJUATO	SALAMANCA
349	GUANAJUATO	SALVATIERRA
350	GUANAJUATO	SAN DIEGO DE LA UNION
351	GUANAJUATO	SAN FELIPE
352	GUANAJUATO	SAN FRANCISCO DEL RINCON
353	GUANAJUATO	SAN JOSE ITURBIDE
354	GUANAJUATO	SAN LUIS DE LA PAZ
355	GUANAJUATO	SANTA CATARINA
356	GUANAJUATO	SANTA CRUZ DE JUVENTINO ROSAS
357	GUANAJUATO	SANTIAGO MARAVATIO
358	GUANAJUATO	SILAO DE LA VICTORIA
359	GUANAJUATO	TARANDACUAO
360	GUANAJUATO	TARIMORO
361	GUANAJUATO	TIERRA BLANCA
362	GUANAJUATO	URIANGATO
363	GUANAJUATO	VALLE DE SANTIAGO
364	GUANAJUATO	VICTORIA
365	GUANAJUATO	VILLAGRAN
366	GUANAJUATO	XICHU
367	GUANAJUATO	YURIRIA
368	GUERRERO	ACAPULCO DE JUAREZ
369	GUERRERO	AHUACUOTZINGO
370	GUERRERO	AJUCHITLAN DEL PROGRESO
371	GUERRERO	ALCOZAUCA DE GUERRERO
372	GUERRERO	ALPOYECA
373	GUERRERO	APAXTLA
374	GUERRERO	ARCELIA
375	GUERRERO	ATENANGO DEL RIO
376	GUERRERO	ATLAMAJALCINGO DEL MONTE
377	GUERRERO	ATLIXTAC
378	GUERRERO	ATOYAC DE ALVAREZ
379	GUERRERO	AYUTLA DE LOS LIBRES
380	GUERRERO	AZOYU
381	GUERRERO	BENITO JUÁREZ
382	GUERRERO	BUENAVISTA DE CUELLAR
383	GUERRERO	COAHUAYUTLA DE JOSE MARIA IZAZAGA
384	GUERRERO	COCULA
385	GUERRERO	COPALA
386	GUERRERO	COPALILLO
387	GUERRERO	COPANATOYAC
388	GUERRERO	COYUCA DE BENITEZ
389	GUERRERO	COYUCA DE CATALAN
390	GUERRERO	CUAJINICUILAPA
391	GUERRERO	CUALAC
392	GUERRERO	CUAUTEPEC
393	GUERRERO	CUETZALA DEL PROGRESO
394	GUERRERO	CUTZAMALA DE PINZON
395	GUERRERO	CHILAPA DE ALVAREZ
396	GUERRERO	CHILPANCINGO DE LOS BRAVO
397	GUERRERO	FLORENCIO VILLARREAL
398	GUERRERO	GENERAL CANUTO A. NERI
399	GUERRERO	GENERAL HELIODORO CASTILLO
400	GUERRERO	HUAMUXTITLAN
401	GUERRERO	HUITZUCO DE LOS FIGUEROA
402	GUERRERO	IGUALA DE LA INDEPENDENCIA
403	GUERRERO	IGUALAPA
404	GUERRERO	IXCATEOPAN DE CUAUHTEMOC
405	GUERRERO	ZIHUATANEJO DE AZUETA
406	GUERRERO	JUAN R. ESCUDERO
407	GUERRERO	LEONARDO BRAVO
408	GUERRERO	MALINALTEPEC
409	GUERRERO	MARTIR DE CUILAPAN
410	GUERRERO	METLATONOC
411	GUERRERO	MOCHITLÁN
412	GUERRERO	OLINALA
413	GUERRERO	OMETEPEC
414	GUERRERO	PEDRO ASCENCIO ALQUISIRAS
415	GUERRERO	PETATLAN
416	GUERRERO	PILCAYA
417	GUERRERO	PUNGARABATO
418	GUERRERO	QUECHULTENANGO
419	GUERRERO	SAN LUIS ACATLAN
420	GUERRERO	SAN MARCOS
421	GUERRERO	SAN MIGUEL TOTOLAPAN
422	GUERRERO	TAXCO DE ALARCON
423	GUERRERO	TECOANAPA
424	GUERRERO	TACPAN DE GALEANA
425	GUERRERO	TELOLOAPAN
426	GUERRERO	TEPECOACUILCO DE TRUJANO
427	GUERRERO	TETIPAC
428	GUERRERO	TIXTLA DE GUERRERO
429	GUERRERO	TLACOACHISTLAHUACA
430	GUERRERO	TLACOAPA
431	GUERRERO	TLALCHAPA
432	GUERRERO	TLALIXTAQUILLA DE MALDONADO
433	GUERRERO	TLAPA DE COMONFORT
434	GUERRERO	TLAPEHUALA
435	GUERRERO	LA UNION DE ISIDORO MONTES DE OCA
436	GUERRERO	XALPATLAHUAC
437	GUERRERO	XOCHIHUEHUETLAN
438	GUERRERO	XOCHISTLAHUACA
439	GUERRERO	ZAPOTITLAN TABLAS
440	GUERRERO	ZIRANDARO
441	GUERRERO	ZITLALA
442	GUERRERO	EDUARDO NERI
443	GUERRERO	ACATEPEC
444	GUERRERO	MARQUELIA
445	GUERRERO	COCHOAPA EL GRANDE
446	GUERRERO	JOSE JOAQUIN DE HERRERA
447	GUERRERO	JUCHITAN
448	GUERRERO	ILIATENCO
449	HIDALGO	ACATLAN
450	HIDALGO	ACAXOCHITLAN
451	HIDALGO	ACTOPAN
452	HIDALGO	AGUA BLANCA DE ITURBIDE
453	HIDALGO	AJACUBA
454	HIDALGO	ALFAJAYUCAN
455	HIDALGO	ALMOLOYA
456	HIDALGO	APAN
457	HIDALGO	EL ARENAL
458	HIDALGO	ATITALAQUIA
459	HIDALGO	ATLAPEXCO
460	HIDALGO	ATOTONILCO EL GRANDE
461	HIDALGO	ATOTONILCO DE TULA
462	HIDALGO	CALNALI
463	HIDALGO	CARDONAL
464	HIDALGO	CUAUTEPEC DE HINOJOSA
465	HIDALGO	CHAPANTONGO
466	HIDALGO	CHAPULHUACAN
467	HIDALGO	CHILCUAUTLA
468	HIDALGO	ELOXOCHITLAN
469	HIDALGO	EMILIANO ZAPATA
470	HIDALGO	EPAZOYUCAN
471	HIDALGO	FRANCISCO I. MADERO
472	HIDALGO	HUASCA DE OCAMPO
473	HIDALGO	HUAUTLA
474	HIDALGO	HUAZALINGO
475	HIDALGO	HUEHUETLA
476	HIDALGO	HUEJUTLA DE REYES
477	HIDALGO	HUICHAPAN
478	HIDALGO	IXMIQUILPAN
479	HIDALGO	JACALA DE LEDEZMA
480	HIDALGO	JALTOCAN
481	HIDALGO	JUAREZ HIDALGO
482	HIDALGO	LOLOTLA
483	HIDALGO	METEPEC
484	HIDALGO	SAN AGUSTIN METZQUITITLAN
485	HIDALGO	METZTITLAN
486	HIDALGO	MINERAL DEL CHICO
487	HIDALGO	MINERAL DEL MONTE
488	HIDALGO	LA MISION
489	HIDALGO	MIXQUIAHUALA DE JUAREZ
490	HIDALGO	MOLANGO DE ESCAMILLA
491	HIDALGO	NICOLAS FLORES
492	HIDALGO	NOPALA DE VILLAGRAN
493	HIDALGO	OMITLAN DE JUAREZ
494	HIDALGO	SAN FELIPE ORIZATLAN
495	HIDALGO	PACULA
496	HIDALGO	PACHUCA DE SOTO
497	HIDALGO	PISAFLORES
498	HIDALGO	PROGRESO DE OBREGAN
499	HIDALGO	MINERAL DE LA REFORMA
500	HIDALGO	SAN AGUSTIN TLAXIACA
501	HIDALGO	SAN BARTOLO TUTOTEPEC
502	HIDALGO	SAN SALVADOR
503	HIDALGO	SANTIAGO DE ANAYA
504	HIDALGO	SANTIAGO TULANTEPEC DE LUGO GUERRERO
505	HIDALGO	SINGUILUCAN
506	HIDALGO	TASQUILLO
507	HIDALGO	TECOZAUTLA
508	HIDALGO	TENANGO DE DORIA
509	HIDALGO	TEPEAPULCO
510	HIDALGO	TEPEHUACAN DE GUERRERO
511	HIDALGO	TEPEJI DEL RIO DE OCAMPO
512	HIDALGO	TEPETITLAN
513	HIDALGO	TETEPANGO
514	HIDALGO	VILLA DE TEZONTEPEC
515	HIDALGO	TEZONTEPEC DE ALDAMA
516	HIDALGO	TIANGUISTENGO
517	HIDALGO	TIZAYUCA
518	HIDALGO	TLAHUELILPAN
519	HIDALGO	TLAHUILTEPA
520	HIDALGO	TLANALAPA
521	HIDALGO	TLANCHINOL
522	HIDALGO	TLAXCOAPAN
523	HIDALGO	TOLCAYUCA
524	HIDALGO	TULA DE ALLENDE
525	HIDALGO	TULANCINGO DE BRAVO
526	HIDALGO	XOCHIATIPAN
527	HIDALGO	XOCHICOATLAN
528	HIDALGO	YAHUALICA
529	HIDALGO	ZACUALTIPAN DE ANGELES
530	HIDALGO	ZAPOTLAN DE JUAREZ
531	HIDALGO	ZEMPOALA
532	HIDALGO	ZIMAPAN
533	JALISCO	ACATIC
534	JALISCO	ACATLAN DE JUAREZ
535	JALISCO	AHUALULCO DE MERCADO
536	JALISCO	AMACUECA
537	JALISCO	AMATITAN
538	JALISCO	AMECA
539	JALISCO	SAN JUANITO DE ESCOBEDO
540	JALISCO	ARANDAS
541	JALISCO	EL ARENAL
542	JALISCO	ATEMAJAC DE BRIZUELA
543	JALISCO	ATENGO
544	JALISCO	ATENGUILLO
545	JALISCO	ATOTONILCO EL ALTO
546	JALISCO	ATOYAC
547	JALISCO	AUTLAN DE NAVARRO
548	JALISCO	AYOTLAN
549	JALISCO	AYUTLA
550	JALISCO	LA BARCA
551	JALISCO	BOLAÑOS
552	JALISCO	CABO CORRIENTES
553	JALISCO	CASIMIRO CASTILLO
554	JALISCO	CIHUATLAN
555	JALISCO	ZAPOTLAN EL GRANDE
556	JALISCO	COCULA
557	JALISCO	COLOTLAN
558	JALISCO	CONCEPCION DE BUENOS AIRES
559	JALISCO	CUAUTITLAN DE GARCIA BARRAGAN
560	JALISCO	CUAUTLA
561	JALISCO	CUQUIO
562	JALISCO	CHAPALA
563	JALISCO	CHIMALTITAN
564	JALISCO	CHIQUILISTLAN
565	JALISCO	DEGOLLADO
566	JALISCO	EJUTLA
567	JALISCO	ENCARNACION DE DIAZ
568	JALISCO	ETZATLAN
569	JALISCO	EL GRULLO
570	JALISCO	GUACHINANGO
571	JALISCO	GUADALAJARA
572	JALISCO	HOSTOTIPAQUILLO
573	JALISCO	HUEJUCAR
574	JALISCO	HUEJUQUILLA EL ALTO
575	JALISCO	LA HUERTA
576	JALISCO	IXTLAHUACAN DE LOS MEMBRILLOS
577	JALISCO	IXTLAHUACAN DEL RIO
578	JALISCO	JALISCO
579	JALISCO	JALOSTOTITLAN
580	JALISCO	JAMAY
581	JALISCO	JESUS MARIA
582	JALISCO	JILOTLAN DE LOS DOLORES
583	JALISCO	JOCOTEPEC
584	JALISCO	JUANACATLAN
585	JALISCO	JUCHITLAN
586	JALISCO	LAGOS DE MORENO
587	JALISCO	EL LIMON
588	JALISCO	MAGDALENA
589	JALISCO	SANTA MARIA DEL ORO
590	JALISCO	LA MANZANILLA DE LA PAZ
591	JALISCO	MASCOTA
592	JALISCO	MAZAMITLA
593	JALISCO	MEXTICACAN
594	JALISCO	MEZQUITIC
595	JALISCO	MIXTLAN
596	JALISCO	OCOTLAN
597	JALISCO	OJUELOS DE JALISCO
598	JALISCO	PIHUAMO
599	JALISCO	PONCITLAN
600	JALISCO	PUERTO VALLARTA
601	JALISCO	VILLA PURIFICACION
602	JALISCO	QUITUPAN
603	JALISCO	EL SALTO
604	JALISCO	SAN CRISTOBAL DE LA BARRANCA
605	JALISCO	SAN DIEGO DE ALEJANDRIA
606	JALISCO	SAN JUAN DE LOS LAGOS
607	JALISCO	SAN JULIAN
608	JALISCO	SAN MARCOS
609	JALISCO	SAN MARTIN DE BOLAÑOS
610	JALISCO	SAN MARTIN HIDALGO
611	JALISCO	SAN MIGUEL EL ALTO
612	JALISCO	GOMEZ FARIAS
613	JALISCO	SAN SEBASTIAN DEL OESTE
614	JALISCO	SANTA MARIA DE LOS ANGELES
615	JALISCO	SAYULA
616	JALISCO	TALA
617	JALISCO	TALPA DE ALLENDE
618	JALISCO	TAMAZULA DE GORDIANO
619	JALISCO	TAPALPA
620	JALISCO	TECALITLAN
621	JALISCO	TECOLOTLAN
